lemma,pos,semantic_relationship,sense_source,sense_target
Quelle,noun,broader,Ursprung von etwas Bestimmten,"Der Ort, an dem etwas beginnt, wo es ins Dasein kommt."
See,noun,broader,"stehend|stehendes Gewässer, das von Land umgeben ist","Ein von Land umgebenes Gewässer meist, aber nicht immer aus Süßwasser, die Meere nicht mit eingeschlossen."
Produkt,noun,narrower,Resultat einer Fertigung oder einer angebotenen Dienstleistung,"Ware, die zum Kauf angeboten wird."
Produkt,noun,broader,Ergebnis einer Multiplikation,Das Ergebnis der Multiplikation von zwei oder mehr Zahlen.
Produkt,noun,broader,Ergebnis einer Reaktion,"Substanz, die bei einer chemischen Reaktion gebildet wird."
Tier,noun,exact,atmendes Lebewesen entsprechend 1 mit Ausnahme des Menschen,Lebewesen des Reichs „Animalis“ ohne den Menschen
Ernte,noun,broader,"Zusammenfassung aller Arbeiten, die zum Einbringen landwirtschaftlicher Gewächse und Früchte notwendig sind",Das Einbringen der reifen Feldfrüchte.
Ernte,noun,broader,Ertrag der Ernte,Die Menge der in einer Saison produzierten Feldfrüchte.
Zeit,noun,narrower,der stetig|stetige Ablauf von Zeiteinheiten,"Die Dimension des physikalischen Universums, die an einem gegebenen Ort die Ereignisreihenfolge bestimmt."
Zeit,noun,narrower,begrenzter Abschnitt innerhalb des Ablaufes von Zeiteinheiten,"Die Dimension des physikalischen Universums, die an einem gegebenen Ort die Ereignisreihenfolge bestimmt."
Zeit,noun,narrower,bestimmter Moment im Ablauf von Zeiteinheiten,"Die Dimension des physikalischen Universums, die an einem gegebenen Ort die Ereignisreihenfolge bestimmt."
Zeit,noun,exact,grammatische Kategorie des Zeitworts zur Anzeige einer Zeit oder Zeitstufe,Das grammatische Konstrukt der Zeit in dem ein Satz handelt.
Fleisch,noun,narrower,"ein aus Fleisch von Tieren gewonnenes Nahrungsmittel, entweder als ganzes Stück (zum Beispiel Filet) oder als Mischung verschiedener Fleischsorten und Tierbestandteile (Wurst)","Das essbare Innere von Tieren, insbesondere von Säugetieren."
Fleisch,noun,narrower,"weiche, essbare Teile von Früchten","Das eßbare Innere von Früchten oder Obst, im Gegensatz zu Tieren, Fischen oder Nüssen."
Abakus,noun,narrower,ein aus der Antike stammendes Rechenbrett mit Kugeln,Ein Rechenbrett oder Spielbrett der Griechen und Römer.
Abakus,noun,narrower,antikes Spielbrett,Ein Rechenbrett oder Spielbrett der Griechen und Römer.
Abakus,noun,narrower,quadratische Platte am Kopfstück von Säulen,Die Deckplatte einer Säule.
Abend,noun,narrower,"die Tageszeit nach dem Nachmittag, die beginnt, wenn die Sonne den Horizont erreicht, und bei völliger Dunkelheit endet; dem Abend geht der Tag voran und auf den Abend folgt die Nacht","Der Teil des Tages, in dem das Tageslicht abnimmt und die Nacht hereinbricht."
Abend,noun,related,"Abschluss, Ende, Schluss (für Leben, Epochen, langandauernde Herrschaften und Ähnlichem)",Eine Zeitperiode nahe dem Ende von etwas.
Abhängigkeit,noun,broader,"Zustand, auf jemand oder etwas angewiesen zu sein","Zustand, in dem man nicht mehr fähig ist seinen Konsum zu kontrollieren."
Abkürzung,noun,exact,kürzerer Weg,Verringerung oder Verkürzung einer Strecke oder Entfernung
Abkürzung,noun,exact,verkürzte Form eines Wortes oder eines Ausdrucks,Die gegenüber der ursprünglichen Länge verkürzte Darstellungsform eines Wortes oder einer Wortgruppe.
Abkürzung,noun,related,nur schriftsprachliche Verkürzung,Verringerung oder Verkürzung einer Strecke oder Entfernung
Ableitung,noun,narrower,(Prozess und Ergebnis der) Bildung neuer Wörter mit Hilfe grammatischer Morpheme (mit Ausnahme der Flexionsmorpheme),"In der Linguistik ein Wort, das von einem anderen abgeleitet wurde."
Ableitung,noun,broader,"Bereich der Wortbildung und damit der Morphologie, der sich mit der Analyse und den Regeln der Bildung von  befasst","In der Linguistik ein Wort, das von einem anderen abgeleitet wurde."
Ableitung,noun,broader,das logische korrekte Verwenden von Prämissen und Schlüssen zur Gewinnung einer Formel oder eines anderen Resultates.,Schlussfolgerung vom Allgemeinen auf das Besondere (oder von Ursache auf Wirkung).
Abnahme,noun,exact,"Veränderung, bei der etwas weniger/geringer/niedriger wird",Der Akt des Verringerns oder der Zustand des verringert Seins.
Abnahme,noun,related,"Veränderung, bei der etwas weniger/geringer/niedriger wird","Die Differenz, um welche eine Menge abnimmt."
Abort,noun,broader,eine baulich feste Räumlichkeit zur Verrichtung der Notdurft,"Ein Raum oder Gebäude, der oder das mit einer oder mehreren Toiletten ausgestattet ist."
Abort,noun,exact,Fehlgeburt,"Das vorzeitige Ende einer Schwangerschaft aus natürlichen Ursachen, in einer Phase, in der der Embryo oder Fötus nicht überleben kann."
Abort,noun,narrower,"Abtreibung, Kindesabtreibung, Schwangerschaftsabbruch",Der Abbruch einer Schwangerschaft (aus natürlichen Ursachen oder künstlich herbeigeführt).
Abriss,noun,broader,"bewusste, geplante Zerstörung (zum Beispiel eines Gebäudes)",Das Abreißen von Gebäuden mit mechanischen Mitteln.
Abriss,noun,narrower,"bewusste, geplante Zerstörung (zum Beispiel eines Gebäudes)",Abriss eines Gebäudes.
Abteilung,noun,exact,"Teil einer größeren Einheit (Unternehmen, Kaufhaus)","Ein Teil einer großen Organisation, wie etwa einer Regierung, eines Unternehmens oder einer Universität"
Abteilung,noun,narrower,soldatische Einheit,"Ein Teil einer großen Organisation, wie etwa einer Regierung, eines Unternehmens oder einer Universität"
Abteilung,noun,exact,"hierarchische Stufe der biologischen Systematik der Botanik, Mykologie und Mikrobiologie","Biologisches Taxon in der Botanik, Mykologie und Mikrobiologie, eine Gruppe (verwandter) Arten, Teil eines Reichs und bestehend aus einer oder mehreren Klassen"
Acerolakirsche,noun,exact,"essbare Frucht der Acerola, die der Kirsche ähnelt und sehr reich an Vitamin C ist","Die kleine, rote, annähernd runde Frucht des Acerola-Strauchs, die sehr reich an Vitamin C ist."
Acerolakirsche,noun,broader,"Baum oder Strauch, der in Mittelamerika|Mittel- und Südamerika sowie in Westindien heimisch ist und diese essbaren Frucht|Früchte trägt","Tropischer Strauch bzw. kleiner Baum aus der Familie der Malpighiengewächse (Malpighiaceae) mit essbaren, sehr Vitmamin-C-haltigen Früchten."
Administrator,noun,broader,"Betreuer, Verwalter","Jemand, der ein Geschäft verwaltet."
Administrator,noun,broader,jemand mit bestimmten Funktionen in der katholischen und evangelischen Kirche,Ein vom Papst zum Vorsteher einer apostolischen Administration der Römisch Katholischen Kirche ernannter Prälat.
Affäre,noun,narrower,"Liebesabenteuer, (außereheliches) Liebesverhältnis",Eine Liebesbeziehung.
Affe,noun,broader,"eitel|eitler, affektierter Mensch","Ein übertrieben eitler, eingebildeter Mann."
Affe,noun,exact,Felltornister,"Ein vorwiegend im militärischen Bereich gebrauchter Rucksack, bei der eine Fell- oder Stoffbespannung über einen rechteckigen Holz- oder Kunststoffrahmen gespannt ist."
Ahnung,noun,related,"unbestimmtes, undeutliches Vorgefühl","Ein Eindruck, dass etwas der Fall sein könnte."
Ahnung,noun,related,"unbestimmtes, undeutliches Vorgefühl","Das starke Gefühl, daß etwas passieren wird."
Ahnung,noun,broader,Wissen oder Vorstellung von etwas,"Das starke Gefühl, daß etwas passieren wird."
Ahnung,noun,broader,Wissen oder Vorstellung von etwas,"Ein Eindruck, dass etwas der Fall sein könnte."
Albaner,noun,exact,Staatsbürger von Albanien,Mann mit albanischer Staatsangehörigkeit.
Album,noun,broader,"Behältnis, ursprünglich in Buchform, das mehrere Sammelobjekte enthalten kann","Leeres Buch, das zum Aufbewahren von Fotos, Briefmarken oder Autogrammen verwendet wird."
Album,noun,broader,Zusammenstellung mehrerer Musikstücke eines Interpreten,"Ein Vinyl- oder CD-Tonträger, der mehrere Musikstücke enthält."
Anlage,noun,narrower,"Anhang (Beilage) eines Briefes, Dokuments oder einer E-Mail","Ein Dokument, welches dem Hauptdokument beigefügt wird."
Anlage,noun,narrower,"technische, elektrische Einrichtung, Gruppe von Maschinen","Gesamtheit von Gebäuden, Maschinen und notwendigen Geräten zur Ausführung einer Aktivität."
Anlage,noun,broader,geplantes und gestaltetes Areal,"Gesamtheit von Gebäuden, Maschinen und notwendigen Geräten zur Ausführung einer Aktivität."
Anlage,noun,broader,"ortsfest aufbauen|Aufgebautes, etwas, das angelegt wurde","Gesamtheit von Gebäuden, Maschinen und notwendigen Geräten zur Ausführung einer Aktivität."
Annahme,noun,exact,"Prämisse, Voraussetzung der Glaube an einen nicht erwiesenen oder nicht beweisbaren Sachverhalt, eine Hypothese oder Axiome","Das, was jemand für wahr hält das Akzeptieren eines Faktes, einer Meinung oder einer Annahme als wahr trotz eines Mangels an starken Beweisen oder direktem Wissen."
Annahme,noun,related,Einverständnis zu einem Vorschlag,"Die Einstellung, das etwas glaubwürdig ist und als zutreffend angenommen werden sollte."
Annahme,noun,broader,Akzeptanz,"Die Einstellung, das etwas glaubwürdig ist und als zutreffend angenommen werden sollte."
Annahme,noun,broader,Akzeptanz,"Das, was jemand für wahr hält das Akzeptieren eines Faktes, einer Meinung oder einer Annahme als wahr trotz eines Mangels an starken Beweisen oder direktem Wissen."
Übernahme,noun,broader,"Besitzergreifung, Fortführung einer Verwaltung",Der Kauf einer Firma durch eine andere.
Übernahme,noun,broader,Annahme einer Verpflichtung oder Aufgabe,"Akt, durch welchen ein untergeordnetes Arbeitsverhältnis beginnt."
Arbeitstier,noun,exact,"Nutztier, das für bestimmte Arbeiten einsetzt wird, besonders zum Ziehen oder Transport von Lasten","Tier, das von Menschen gehalten wird, um bestimmte Aufgaben zu erledigen."
Arbeitstier,noun,related,"jemand, der unermüdlich und schwer arbeiten|arbeitet, bei dem Arbeiten eine vorrangige Stelle im Leben einnimmt","Jemand, der süchtig nach Arbeit ist."
Aspekt,noun,related,"Betrachtungsweise, Gesichtspunkt",Die Art und Weise wie etwas sich darstellt.
Aspekt,noun,broader,grammatikalische Kategorie für Verben,"Grammatische Kategorie eines Verbs, das die Beziehung des Sprechers zur zeitlichen Struktur des Ereignisses bestimmt, welches von dem Verb beschrieben wird z.B. ob der Sprecher das abgeschlossene Ereignis von außen betrachtet oder von innen während es sich ereignet."
Aubergine,noun,broader,"essbare, eiförmig|ei- bis keulenförmige, zumeist – je nach Sorte – dunkelviolette bis weißliche Frucht der unter 1 beschriebenen Pflanze","Violettes, ovales Gemüse und Frucht der Auberginenpflanze (Solanum melongena)."
Aubergine,noun,broader,"essbare, eiförmig|ei- bis keulenförmige, zumeist – je nach Sorte – dunkelviolette bis weißliche Frucht der unter 1 beschriebenen Pflanze","Pflanze aus der Gattung der Nachtschattengewächse (Solanaceae), die wegen ihrer violetten, grünen oder weißen ovalen Frucht angebaut wird."
Ausschuss,noun,broader,"Teil einer größeren Gruppe, der sich mit speziellen Themen beschäftigt, oft um Beschluss|Beschlüsse der größeren Gruppe vorzubereiten","Ein Komitee, das den Betrieb einer Organisation steuert."
Ausschuss,noun,narrower,"produzierte Ware, die nicht dem Qualitätsstandard entspricht und daher aus der Produktion entnommen wird","Die Person oder das Ding, das als qualitativ minderwertig zurückgewiesen oder beiseite gelegt wird."
Avocado,noun,narrower,tropischer Baum aus der Familie der Lorbeergewächse; kurz für Avocadobaum,"Baum, der ursprünglich aus Mexiko stammt und eine große, essbare Frucht produziert."
Avocado,noun,exact,Frucht von 1,Frucht des Avocadobaums (Persea americana).
Baby,noun,exact,"Kind, das sich noch im ersten Lebensjahr befinden|befindet","Sehr junger Mensch, von der Geburt bis etwa zum Alter von einem Jahr."
Ball,noun,narrower,"kugelförmiges, aus weichem Material bestehendes Objekt","Ein gewöhnlich kugelförmiges Objekt, das zum Spielen verwendet wird."
Ball,noun,broader,"festliche Veranstaltung, gesellschaftliches Ereignis meist mit Tanz",Aufwendige und formelle Tanzveranstaltung.
Base,noun,narrower,"eine alkalisch reagierende chemische Verbindung, deren pH-Wert über 7 liegt; nimmt leicht Protonen (H) auf","Jede chemische Substanz, ionisch oder molekular, die dazu fähig ist, ein Proton (Wasserstoffion) von einer anderen Substanz an- oder aufzunehmen die andere Substanz fungiert beim Abgeben des Protons als Säure."
Base,noun,exact,Tochter eines Onkels oder einer Tante,Die Tochter des Onkels oder der Tante einer Person.
Base,noun,narrower,Schwester des Vaters,"Eine Frau mit einem oder mehreren Geschwistern, die eines oder mehrere Kinder haben eine Schwester von jemandes Vater oder Mutter"
Bastard,noun,narrower,"uneheliches Kind, besonders eines gesellschaftlich hoch gestellten Vaters und einer Mutter aus niedrigerem Stand",Nicht aus einer rechtmäßig geschlossenen Ehe hervorgegangen.
Bastard,noun,related,verabscheuter Mensch,"Eine ausgesprochen unbeliebte Person, die sich garstig, widerwärtig, hinterhältig, usw. benimmt."
Begräbnis,noun,broader,"Vorgang, einen Verstorbenen in ein Grab zu legen","Zeremonie, bei der eine verstorbene Person begraben oder eingeäschert wird."
Begräbnis,noun,broader,"Vorgang, einen Verstorbenen in ein Grab zu legen",Das rituelle Legen einer Leiche in das Grab.
Bein,noun,broader,Extremität zum Laufen und Stehen,"Der Teil des menschlichen Körpers unterhalb des Fußgelenks, der gebraucht wird, um zu stehen und zu laufen."
Bein,noun,narrower,"Teil von Möbeln, der zum Stehen auf dem Untergrund/Boden dient",Einer von mehreren Stützstrukturen eines Objekts.
Bein,noun,broader,Knochen,"Ein Material, das zum größten Teil aus Kalziumphosphat und Kollagen besteht und aus dem das Skelett der meisten Wirbeltiere besteht."
Beschimpfung,noun,related,"die Worte, die dem Beschimpfen dienen","Rohe, beleidigende Sprache."
Beschimpfung,noun,broader,"die Worte, die dem Beschimpfen dienen","Beleidigende oder boshafte Sprache, die gebraucht wird um Schuld oder Tadel oder schweren, tiefsitzenden Groll auszudrücken."
Beschreibung,noun,narrower,Aufzählung oder Schilderung von Merkmalen und Eigenschaften von etwas/jemandem,"Eine Reihe von Merkmalen, an denen jemand oder etwas erkannt werden kann."
Beschreibung,noun,narrower,textliches Beschreiben eines Blatts Papier oder einer digitalen Datei etc.,"Das Resultat davon, etwas in Worte zu fassen eine Zusammenfassung von dem, was etwas ist."
Bett,noun,exact,"ein Möbelstück, in dem man schlafen|schläft","Möbelstück, auf dem eine Person schlafen kann."
Bett,noun,narrower,"Bett samt Matratze, Decke und Kopfkissen","Möbelstück, auf dem eine Person schlafen kann."
Bett,noun,broader,"natürlich entstandene oder künstlich hergestellte Formation für Gewässer, Speisen oder Verkehrswege",Vertiefung im Erdboden unter einem Gewässer.
Beute,noun,exact,"durch Diebstahl, Raub oder Plünderung angeeignete Güter","Der Ertrag aus Diebstählen, Plünderungen und Raubzügen."
Beute,noun,narrower,von Jägern getötete Tiere,Ein als Nahrung gejagtes oder gefangenes Tier.
Beute,noun,narrower,von Raubtieren als Nahrung gefangenes oder verfolgtes Tier,Ein als Nahrung gejagtes oder gefangenes Tier.
Bibel,noun,broader,"Titel des Buches (ursprünglich Sammlung von Büchern beziehungsweise Schriften), welches nach christlicher Auffassung Gottes Wort ist",Die Sammlung der kanonischen religiösen Schriften des Judentums und des Christentums.
Bibel,noun,broader,"Titel des Buches (ursprünglich Sammlung von Büchern beziehungsweise Schriften), welches nach christlicher Auffassung Gottes Wort ist",Die heilige Schrift der christlichen Religionen.
Bibel,noun,broader,ein bedeutendes Standardwerk in einem bestimmten Gebiet,Die Sammlung der kanonischen religiösen Schriften des Judentums und des Christentums.
Bibel,noun,broader,ein bedeutendes Standardwerk in einem bestimmten Gebiet,Die heilige Schrift der christlichen Religionen.
Bienenstich,noun,exact,"schmerzhafte Wunde, die durch den Stich einer Biene hervorgerufen wird",Ein vom Stachel einer Biene verursachter Stich.
Bienenstich,noun,narrower,"Blechkuchen, der aus einem Hefeteig hergestellt wird und einen Belag aus Fett, Mandeln und Zucker erhält; gefüllt wird er meist mit Sahne, einer Pudding|Pudding- oder Buttercreme",Blechkuchen aus Hefeteig mit einer Cremefüllung und einem Belag aus Honig und Mandeln.
