lemma,pos,sense_source,sense_target,semantic_relationship
bestek,noun,"7/|\Schets, plan van eenig bouwwerk.",technische omschrijving van een uit te voeren bouwwerk,related
bestek,noun,"8/|\Beschrijving van de deelen van een bouwwerk (ook van een schip), volgens welke het moet worden uitgevoerd.",technische omschrijving van een uit te voeren bouwwerk,exact
bestek,noun,"10/|\Plan, inzonderheid wat betreft den omvang eener onderneming of wijze van doen.",vooraf vastgestelde doelstelling; reikwijdte,broader
bestek,noun,12/|\Bepaling van de gegevens waaruit blijkt op welke plaats in zee een schip zich op een bepaald oogenblik bevindt.,positiebepaling; meer bepaald: positiebepaling op zee; ook wel: positie op zee,exact
midden,noun,1/|\Het middelste gedeelte of punt van een stoffelijk of onstoffelijk voorwerp.,"deel of punt tussen twee of meer uitersten, en van elk van die uitersten even ver, of ongeveer even ver, verwijderd; ook: elke plaats tussen twee of meer personen of zaken in; centraal gelegen punt",exact
midden,noun,2/|\Het tijdstip of de tijdruimte halverwege een bepaald bestek.,tijdstip of de tijdruimte halverwege een bepaald bestek,exact
midden,noun,"4/|\Omgeving, kring van personen of zaken; t.w. als vertaling van fr. milieu in dien zin. Alleen in Z.-N.",groep personen die beschouwd wordt als een min of meer besloten geheel; gezelschap; kring; milieu; omgeving,exact
midden,noun,6/|\Eene zaak die tusschen twee andere in ligt.,"standpunt, koers, handelwijze of denkwijze tussen twee uitersten in; gematigd standpunt; ook: gematigde koers, handelwijze of denkwijze",broader
midden,noun,"6.b/|\Datgene wat tusschen twee uitersten ligt, t.w. in toepassing op eene handel- of denkwijze waarbij de uitersten worden vermeden. Inzonderheid is in de 19de E. in gebruik gekomen het juiste midden, fr. le juste milieu.","standpunt, koers, handelwijze of denkwijze tussen twee uitersten in; gematigd standpunt; ook: gematigde koers, handelwijze of denkwijze",exact
stouwen,verb,"A.3/|\Stoppen, bergen, t.w. in een ruimte of op een bepaalde plaats.","goederen, bagage of spullen zodanig in een schip, voertuig of ruimte bergen, dat alles goed blijft liggen, goed verdeeld is en zo min mogelijk ruimte inneemt; ook: iets ergens in stoppen of stapelen in het algemeen",exact
stouwen,verb,"A.4/|\Inzonderheid: een lading zoodanig in een schip of voertuig bergen, dat deze vast ligt, goed verdeeld is en zoo min mogelijk ruimte inneemt.","goederen, bagage of spullen zodanig in een schip, voertuig of ruimte bergen, dat alles goed blijft liggen, goed verdeeld is en zo min mogelijk ruimte inneemt; ook: iets ergens in stoppen of stapelen in het algemeen",narrower
stouwen,verb,"A.6/|\Van een persoon: als ”lading” innemen, bergen, t.w. eten of drank.",eten en drank in grote hoeveelheden en vaak ook in hoog tempo naar binnen werken,exact
geweldig,adjective,"I.C/|\Geweld in de bet. II, B). Hevig, heftig, onstuimig.",zich met veel geweld of kracht latende voelen; hevig,exact
geweldig,adjective,"I.D/|\Geweld in de bet. II, C). Geraas makend, luidruchtig; van geluiden in de natuur of door menschen voortgebracht.",zeer luid; hard,exact
geweldig,adjective,"I.F/|\Door wederkeerigen invloed van de verschillende onder A — E vermelde begrippen heeft geweldig ook den algemeenen zin gekregen van: Groot, sterk, krachtig, gewichtig in zijne soort.",buitengewoon groot of sterk; enorm,broader
geweldig,adjective,"I.F/|\Door wederkeerigen invloed van de verschillende onder A — E vermelde begrippen heeft geweldig ook den algemeenen zin gekregen van: Groot, sterk, krachtig, gewichtig in zijne soort.",buitengewoon goed of leuk; fantastisch; schitterend,broader
geweldig,adjective,"I.F/|\Door wederkeerigen invloed van de verschillende onder A — E vermelde begrippen heeft geweldig ook den algemeenen zin gekregen van: Groot, sterk, krachtig, gewichtig in zijne soort.",in hoge mate; erg; zeer,broader
geweldig,adjective,"II.2/|\Van graad. In een hoogen graad, in eene hooge mate, zeer, uiterst; in de jongere taal alleen in gemeenzamen stijl.",in hoge mate; erg; zeer,exact
hit,noun,")/|\Succesnummer, m.n. in de popmuziek.",succesnummer in de popmuziek; succesvol lied,exact
hit,noun,1/|\Paard van de eene of andere kleine soort (de eigenlijke hitten worden nu veelal pony's genoemd).,klein paardje; pony,exact
dank,noun,"2/|\Erkentelijkheid, erkentenis.",erkentelijkheid jegens iemand van wie men iets goeds ondervonden heeft; dankbaarheid,exact
dank,noun,3/|\Betuiging van erkentelijkheid.,erkentelijkheid jegens iemand van wie men iets goeds ondervonden heeft; dankbaarheid,narrower
dank,noun,4/|\Bewijs van erkentelijkheid; vergelding; belooning.,erkentelijkheid jegens iemand van wie men iets goeds ondervonden heeft; dankbaarheid,narrower
dank,noun,5/|\Aanspraak op erkentelijkheid.,erkentelijkheid jegens iemand van wie men iets goeds ondervonden heeft; dankbaarheid,related
school,noun,1/|\Inrichting waar onderwijs wordt gegeven.,"instelling waar onderwijs verstrekt wordt, meestal een instelling waar aan jongeren basisonderwijs of middelbaar onderwijs wordt gegeven",exact
school,noun,1.b/|\Het gebouw of lokaal waarin de inrichting gevestigd is.,gebouw waar een school gehuisvest is,exact
school,noun,"3/|\Geheel van personen die in een wetenschap of kunst het werk van een voorganger in diens geest voortzetten of die een overeenkomst in werkwijze of opvattingen vertoonen, die op oorzakelijken samenhang berust.","groep mensen, meestal kunstenaars of wetenschapslui, die samen dezelfde doctrine huldigen, zich beroepen op een gemeenschappelijke leermeester of op dezelfde wijze werken",exact
school,noun,")/|\Aaneengesloten menigte van dieren (thans niet van huisdieren) en ook wel van menschen; troep, zwerm, schaar.",grote groep samen zwemmende vissen of andere zeedieren van dezelfde soort,exact
weg,noun,"1/|\Relatief smalle strook grond, zich in een landschap over een min of meer aanzienlijken afstand uitstrekkende, gebruikt en meestal ook geschikt gemaakt om zich van de eene plaats, buurt, stad e.d. naar de andere te begeven; verbinding door eenig landschap ten behoeve van het verkeer tusschen twee of meer plaatsen, buurten, steden e.d., meestal verhard, geplaveid of op een andere wijze van een hard dek voorzien. In eenige gevallen (zie b.v. de aanh. uit COMENIUS bij a), eenige aanh. bij b, eerste alinea, en vgl. ook de bet. 8, e)) wordt weg gezien in oppositie met pad, en fungeert het woord als de specifieke ben. voor de grootere verbinding tusschen twee plaatsen, waarover uitsl. met wagens of rijtuigen gereden mag worden.","strook grond van zekere, vaak aanzienlijke lengte die men gebruikt voor verkeer van personen en voertuigen en die men daartoe meestal effent en voorziet van een harde bovenlaag",exact
weg,noun,"3/|\Route die, traject dat iets of iem. volgt, moet of kan volgen, om op zeker punt, op een bep. plaats enz. aan te komen; route, traject, passage waarlangs men een bep. punt, een bep. plaats enz. bereikt of kan bereiken; gelegenheid of mogelijkheid om zich ergens naartoe te bewegen of om een bep. punt te bereiken.",route die iemand of iets volgt of moet volgen om ergens te komen; traject waarlangs men zeker punt of een bepaalde plaats bereikt of kan bereiken,exact
weg,noun,4.b/|\De lijn die een zich door de ruimte voortbewegend lichaam beschrijft; baan.,"traject, lijn beschreven door wat zich door de lucht, door de ruimte of door een ruimte beweegt tussen een beginpunt en een eindpunt; vliegroute; ook ter aanduiding van een vast traject door de lucht of ruimte en zoveel als: baan",exact
weg,noun,4.b.α/|\Baan van een hemellichaam; ook wel: omloop.,"traject, lijn beschreven door wat zich door de lucht, door de ruimte of door een ruimte beweegt tussen een beginpunt en een eindpunt; vliegroute; ook ter aanduiding van een vast traject door de lucht of ruimte en zoveel als: baan",narrower
weg,noun,"4.b.β/|\De baan van een projectiel, of vallend voorwerp.","traject, lijn beschreven door wat zich door de lucht, door de ruimte of door een ruimte beweegt tussen een beginpunt en een eindpunt; vliegroute; ook ter aanduiding van een vast traject door de lucht of ruimte en zoveel als: baan",narrower
weg,noun,"8.a.2°/|\Gezegd van pers., ook wel van zaken, ter aanduiding van de richting waarin iets of iem. zich ontwikkelt. Steeds gevolgd door (om of, in Vl.-België ook wel van) te + inf.: zoo handelen, zich zoo ontwikkelen, zoodanige zaken meemaken of ondergaan, dat het doel of resultaat dat in den beknopten bijzin genoemd wordt, (snel) dichterbij komt; (goed) vooruitgaan in een bep. proces; (flink) vorderen op den weg naar zeker doel of resultaat.","samenstel van handelingen, stappen, stadia, voorgesteld als een weg waarover iemand zich verplaatst",related
weg,noun,"8.a.3°/|\In aansl. bij de vorige alinea, hier echter zonder beknopten bijzin en in een constr. waarin aan weg steeds een bep. voorafgaat; de nadruk ligt bij derg. gebr. dan ook eerder op de manier waarop iets of iem. zich ontwikkelt, dan op het doel of resultaat van die ontwikkeling zelf. Van pers.: zoo handelen als de bep. voor weg aanduidt, om zeker doel of resultaat te bereiken; van zaken (t.w. bep. gebeurtenissen): zich ontwikkelen op de wijze zooals door de bep. bij weg aangegeven wordt.","samenstel van handelingen, stappen, stadia, voorgesteld als een weg waarover iemand zich verplaatst",related
weg,noun,"9/|\(In een specifieke toep. van de vorige bet., vrijwel steeds in fig. verband, een enkelen keer echter ook in geheel fig. gebr.) In toep. m. betr. t. het leven of de levenswijze.",wijze waarop men leeft in zedelijk of moreel opzicht; wijze van gedrag; levenswijze; levenswandel,exact
weg,noun,"9.b/|\Ter aanduiding van de wijze waarop iem. zich in zedelijk en/of religieus opzicht gedraagt, of dient te gedragen; in dien zin ook als omschrijving voor iemands levenswandel of levenswijze. In tegenst. met het gebr. dat bij c) beschreven wordt, hier in alg. zin, d.i. niet uitsl. beschouwd in functie van het in een bep. genoemde of gesuggereerde doel.",wijze waarop men leeft in zedelijk of moreel opzicht; wijze van gedrag; levenswijze; levenswandel,related
weg,noun,"9.c/|\Bep. ook ter aanduiding van de wijze waarop iem. zich op zedelijk of religieus vlak dient te gedragen, in functie van één specifiek doel, dat steeds in een gen. - of voorz.-bep. of (zelden) ook in een afhankelijken bijzin genoemd of gesuggereerd wordt; in dien zin dan ook als omschrijving voor: het geheel van handelingen die men moet stellen om het in de bep. of bijzin aangegeven doel te bereiken; de levenswandel of -wijze die leidt tot het genoemde of gesuggereerde doel; ook: het geheel van wat men in acht moet nemen om tot het genoemde of gesuggereerde doel te komen.","datgene wat gedaan wordt of moet worden om tot zeker doel of resultaat te komen; middel, manier of methode om zeker doel of resultaat te bereiken",narrower
weg,noun,9.d/|\Ter aanduiding van iemands levenswijze op eenige andere dan de reeds hiervoor genoemde gebieden.,wijze waarop men leeft in zedelijk of moreel opzicht; wijze van gedrag; levenswijze; levenswandel,related
weg,noun,"11/|\(Inz. in geheel fig. gebr.) Datgene wat gedaan, aangewend, toegepast, ondergaan enz. wordt of moet worden om tot een bep. doel of resultaat te komen; manier of mogelijkheid om een bep. doel of resultaat te verkrijgen; wijze van doen, manier van optreden of handelen (m. betr. t. een bep. doel of resultaat). Vaak in mv. vorm.","datgene wat gedaan wordt of moet worden om tot zeker doel of resultaat te komen; middel, manier of methode om zeker doel of resultaat te bereiken",exact
weg,adverb,"I.1/|\Van deze plaats af, heen; van hier, hiervandaan; (ergens) vandaan, vanaf; vervolgens ook: verwijderd. Met de bijgedachte aan de richting die uitgaat van het punt waarop de spreker zich bevindt of zich in gedachte verplaatst. Niet altijd duidelijk te scheiden van de bet. 2).",van deze of zekere plaats vandaan of verwijderd; op een afstand van deze of gene plaats; hiervandaan of ergens vandaan,exact
weg,adverb,"I.2/|\(Eig.) Niet meer (ter plekke) aanwezig of zichtbaar; verdwenen. Met de bijgedachte aan de beweging van de plaats waar zich de spreker of handelende pers. bevindt naar een verwijderd punt, dat veelal aan het oog, de waarneming onttrokken is. Inz. in verb. met zijn of wezen, zelden ook worden, waarbij in den regel ellips optreedt van bewegings- en handelingsww. als gaan, vertrekken, versturen, verzenden enz. en in de bet. b) ook van (ge)raken.",niet meer aanwezig; niet meer ter plaatse; verdwenen,exact
weg,adverb,"I.2.a/|\Verdwenen als gevolg van vertrek of verwijdering; vertrokken. Niet altijd duidelijk te scheiden van de onder b, c en d) genoemde bet.-nuances.",niet meer aanwezig of zichtbaar door vertrek; afwezig door vertrek; vertrokken.,exact
weg,adverb,"I.2.b/|\Verdwenen als gevolg van verlies of verberging; aan het oog, de waarneming onttrokken; onvindbaar, zoek; verloren, kwijt. Inz. van zaken; zelden ook van pers. en dan zooveel als: vermist.","verdwenen als gevolg van verlies of verberging; aan het oog, aan de waarneming onttrokken; onvindbaar; zoek; verloren; kwijt",exact
weg,adverb,"I.2.c/|\Verdwenen als gevolg van een teniet-, teloor- of verloren (doen) gaan, soms ook door ver- of gebruik. Inz. van zoowel concr. als abstr. zaken, soms ook van pers.-attrib.",verdwenen als gevolg van een tenietgaan of teloorgang,exact
weg,adverb,"I.2.β/|\In reeds eenigermate oneig., d.w.z. niet-localen, zin van hoop, verwachtingen, herinneringen, vooroordeelen, moed e.d.: vernietigd; voorgoed verdwenen.",verdwenen door niet langer actief of werkzaam te zijn; opgehouden; over; voorbij; beëindigd,related
weg,adverb,"I.2.η/|\Van geld of waardevolle zaken in het alg.: verdwenen, en in het bijz.: verkwist, vergokt, verspeeld.",verdwenen door diefstal; gestolen; ontvreemd,related
weg,adverb,"I.2.ᦉ/|\Van bezwaren, obstakels, moeilijkheden e.d.: uit den weg geruimd.",niet meer aanwezig of zichtbaar door vertrek; afwezig door vertrek; vertrokken.,narrower
weg,adverb,"I.2.d/|\Verdwenen als gevolg van een niet langer actief of werkzaam zijn; opgehouden, over, voorbij, beëindigd.",verdwenen door niet langer actief of werkzaam te zijn; opgehouden; over; voorbij; beëindigd,exact
weg,adverb,"I.4/|\In vaak sterk verbleekte bet. ter aanduiding van de voortzetting van een handeling, beweging of proces en dan afh. van het verband weer te geven met: heen, af, verder, voort, (al)door, onophoudelijk enz.",ter uitdrukking van de voortgang van iets en afhankelijk van het verband zoveel als: heen; verder; voort; aldoor; onophoudelijk; voortdurend,exact
weg,adverb,"I.5.a/|\Verloren, teloor gegaan; (voorgoed) verdwenen. In de aanh. in toep. op blijdschap.",verdwenen door niet langer actief of werkzaam te zijn; opgehouden; over; voorbij; beëindigd,related
weg,adverb,"II/|\Als een of in een bevel, aansporing, commando, waarschuwing e.d. en vervolgens ook als tusschenw. In aansl. bij I).","als bevel, aansporing of waarschuwing dat iemand of iets zich snel moet verwijderen of snel verwijderd moet worden, uit de weg moet gaan, op een afstand moet blijven enz.",exact
weg,adverb,"II.6.b.α/|\In het alg.: blijf op een afstand!, laat af!, ga weg! verdwijn!","als bevel, aansporing of waarschuwing dat iemand of iets zich snel moet verwijderen of snel verwijderd moet worden, uit de weg moet gaan, op een afstand moet blijven enz.",exact
weg,adverb,"III.8/|\In verb. met hebben. Voor de diverse toep. vgl. men ook nog STOETT n° 2553 [1924] alsmede de verb. met krijgen, opgenomen onder de bet. 9).",Aangetroffen in verbinding met [i]hebben[/i].,related
weg,adverb,"III.8.g/|\In de jongste taal in verb. met als bet.: gelijkenis, overeenkomst vertoonen met (iem. of iets); lijken op (iem. of iets). Veelvuldig in de idiotica aangetroffen, hoewel de verb. ook in de alg. taal gangbaar zijn.",Aangetroffen in verbinding met [i]hebben[/i].,exact
voogd,noun,"2/|\(In aansluiting bij de bet. 1) Persoon belast met de opvoeding, de bescherming, de verzorging, het beheer der middelen en de jur. vertegenwoordiging van minderjarigen die niet onder ouderlijke macht staan, inz. van weezen.","iemand die is belast met de opvoeding, de bescherming, de verzorging en de juridische vertegenwoordiging van een minderjarige die niet onder de ouderlijke macht staat; iemand die volgens de wet de taak heeft een minderjarige te vertegenwoordigen en diens belangen te behartigen; juridisch vertegenwoordiger van een minderjarige; wettelijke belangenbehartiger van een kind",exact
voogd,noun,"3.a/|\Iemand die in naam van een souverein het bewind voert over een stad, gewest, land e.d. Vgl. LAND-, SLOT-, STADSVOOGD. In de voorlaatste aanh. ook ter aanduiding van een kerk; hoogwaardigheidsbekleeder. Vgl. kerkvoogd, 1).","iemand die in naam van een souverein het bewind voert over een stad, gewest, land e.d.; bewindvoerder  over een gebied",exact
modereren,verb,"2/|\Matigen, verzachten (derhalve in den zin van fr. modérer).","minder ingrijpend of minder extreem maken; matigen, temperen, verzachten",exact
modereren,verb,3/|\Wijzigen; in dien zin ook in het Mnl. (zie VERDAM): waarschijnlijk is deze bet. in onze taal ontstaan uit die van matigen.,"aan inhoudelijke en redactionele controle of toezicht onderwerpen, met het oog op de geschiktheid van informatie voor de beoogde berichtgeving",exact
modereren,verb,"5/|\Schipperen, redderen.",door invloed wijzigen; beïnvloeden; specifieker technisch ook: de kwantitatieve waarde of sterkte van een verband tussen twee variabelen beïnvloeden,exact
wond,noun,"1/|\Lichamelijk letsel bij mensch of dier, waarbij de huid of het weefsel daaronder, gescheiden wordt, inz. veroorzaakt door vallen, slaan, stooten, steken, schieten, en doorgaans gepaard gaande met bloeding, pijn e.d.; kwetsuur; verwonding; kneuzing; soms ook: zweer, verzwering.",letsel waarbij de huid of het lichaamsweefsel daaronder door een kracht van buitenaf is gescheiden of beschadigd en waarbij meestal bloedverlies optreedt,exact
wond,noun,"1.b.α/|\Hartzeer, zielesmart e.d. in het alg.","iets wat met schade, smart of leed gepaard gaat en daarom met een wond wordt vergeleken",exact
wond,noun,"2/|\(Oneig.) Bij een boom of plant: aangebrachte inkeping, insnijding of door bep. natuurlijke processen ontstane beschadiging, die doorgaans gepaard gaat met afscheiding van gom of hars en aldus lijkt op een (bloedende) wond in de bet. 1).","beschadiging die is aangebracht aan een boom of plant, door snoeien, zagen, insnijden of anderszins, en die vaak gepaard gaat met de afscheiding van sap, gom of hars e.d. en daardoor lijkt op een bloedende wond",exact
jongere,noun,"A.1/|\Gemeensl. — Kind, minderjarige, onmondige. Veelal in tegenstelling met ouder(s), ouder(en).",iemand die jong is; iemand van jeugdige leeftijd; adolescent,exact
wenkbrauw,noun,1/|\Boog van korte haren langs den bovenrand der oogkassen.,lichaamsdeel dat bestaat uit een licht gebogen rand boven elk van beide ogen dat meestal met kort haar is begroeid; met haar begroeide rand boven een oog,exact
wenkbrauw,noun,1.b/|\Genoemd m. betr. t. de gelaatsexpressie.,lichaamsdeel dat bestaat uit een licht gebogen rand boven elk van beide ogen dat meestal met kort haar is begroeid; met haar begroeide rand boven een oog,narrower
wenkbrauw,noun,1.c/|\Genoemd in verband met (inz. vrouwelijk) lichaamsschoon.,lichaamsdeel dat bestaat uit een licht gebogen rand boven elk van beide ogen dat meestal met kort haar is begroeid; met haar begroeide rand boven een oog,narrower
wenkbrauw,noun,1.d/|\(Metaf.) Boogvormig uiteinde van beenderen aan de gewrichten.,lichaamsdeel dat bestaat uit een licht gebogen rand boven elk van beide ogen dat meestal met kort haar is begroeid; met haar begroeide rand boven een oog,related
wenkbrauw,noun,"1.e/|\(Scheepv.) (metaf.) ""Een halfrond gootje boven een patrijspoort om bij regen of bij langs de huid lopend water het inwateren te voorkomen"" (VIËTOR, Zeemanst. [1972]).","gemetselde of gepleisterde uitstekende rand aan de bovenkant van een venster of deur in een gevel, aangebracht ter decoratie; decoratieve rand in een gevel",related
broeder,noun,"1/|\Eig. Iemand van het manlijk geslacht, beschouwd in de betrekking zijner bloedverwantschap tot de overige kinderen van denzelfden vader en dezelfde moeder of althans van een van beiden.","iemand van het mannelijk geslacht, als bloedverwant beschouwd in relatie tot andere kinderen van dezelfde vader en moeder of van een van beide ouders; broer",exact
broeder,noun,"2/|\Bij uitbreiding der bet. 1) gebezigd in oneigenlijke toepassingen op personen, die tot hetzelfde geslacht of ras behooren, bloed- of stamverwant, en dus door een natuurlijken band verbonden zijn, ter uitdrukking der min of meer nauwe betrekking waarin dezen tot elkander staan.","iemand van het mannelijk geslacht, als bloedverwant beschouwd in relatie tot andere kinderen van dezelfde vader en moeder of van een van beide ouders; broer",exact
broeder,noun,"3/|\In bijzondere toepassing op personen die door den band des (Christelijken) geloofs vereenigd zijn, geloofsgenooten.",iemand die deel uitmaakt van een geloofsgemeenschap; lid van een geloofsgemeenschap; medegelovige; geloofsgenoot,exact
broeder,noun,"4/|\In de Roomsch-Catholieke Kerk in bijzondere toepassing. Eertijds als algemeene benaming van alle leden eener kloosterorde of congregatie (zie beneden); vertaling van lat. frater. Naar het tegenwoordig, meer beperkt spraakgebruik de naam waarmede de lagere leden eener kloosterorde of congregatie, die geene kerkelijke wijding bezitten, worden genoemd; kloosterbroeder, leekebroeder. Soms in toepassing op een monnik der Grieksch-Catholieke Kerk. Zie ook bij 5, b).",iemand die lid is van een kloosterorde of congregatie en doorgaans geen priesterlijke wijding heeft ontvangen; lid van een kloosterorde of congregatie; kloosterling die lid is van een orde of congregatie; soms: monnik van de Grieks-katholieke kerk,exact
aaien,verb,"1 Streelen, zacht met de hand over iets heen strijken, met het doel om een aangenaam gevoel te verwekken.",2.0 licht aanraken; zacht over iets heen strijken,exact
eten,verb,"A.1 Als spijs tot zich nemen; tot zijn spijs hebben, zich voeden met.",1.0 iets als voedsel tot zich nemen; iets opeten; iets nuttigen,exact
eten,verb,B.2 Een of den maaltijd gebruiken; inzonderheid en thans vrijwel uitsluitend: het middagmaal gebruiken.,3.0 een maaltijd gebruiken,exact
aak,noun,"1 Groot, platbodemd, hoog opgeboeid lastschip op den Beneden-Rijn in gebruik.",1.0 lang en smal vaartuig zonder steven en met een meestal platte bodem dat op binnenwateren gebruikt wordt om er vrachtgoederen mee te vervoeren,exact
aak,noun,"2 Kleiner vaartuig, met zoom- of klinkwerk opgeboeid.","1.1 boot of kleiner schip dat meestal geen vrachtschip is, bv. een vissersboot, woonboot of een roeiboot",exact
bang,adjective,"B.5 In angst verkeerende, ook als uitdrukking der meer verheven taal, in sterker opvatting dan onder 6) wordt bedoeld.",1.0 in angst verkerend; angst voelend,exact
bang,adjective,"B.6 Eene min of meer beredeneerde vrees voor iets hebbende, niet zelden in zeer zwakke opvatting.",2.0 een al dan niet beredeneerde vrees koesterend voor iets of iemand; ook: snel of in veel situaties angstig; geneigd tot bangheid; van nature angstig; bangelijk,exact
jarenlang,adjective,2 Als bnw. gebezigd. Vele jaren durende of geduurd hebbende; van vele jaren.,"1.0 die of dat verschillende jaren duurt; gedurende enige jaren; vaak met de nadruk op de voortdurende herhaling of lange duur van het genoemde en daardoor op de intensiteit, saaiheid of verveling die ermee samenhangt: verscheidene jaren na elkaar aanhoudend; onafgebroken gedurende enige jaren",exact
kat,noun,"I.A.I De naam van het welbekende viervoetige dier dat door den mensch voor de muizen- en rattenvangst en als gezellig huisdier gehouden wordt; meestal in toepassing op de gewone huiskat (in de wetenschap Felis domestica), welke, naar men aanneemt, herkomstig uit Egypte (afstammeling van een aldaar reeds in de Oudheid tot huisdier gemaakte, Nubische, wilde-kattensoort), over de Levant, in de latere middeleeuwen, in Europa is gekomen of ingevoerd, en aldaar met de inheemsche wilde kat (zie straks bij II) vermoedelijk sterk gekruist is geraakt.",1.0 klein huisdier dat miauwt en spint en dat gehouden wordt als gezelschapsdier of voor het vangen van muizen en ratten; huiskat; poes,exact
kat,noun,"I.B Bij uitbreiding, in de wetenschap, gewoonlijk in 't mv., als naam voor een geslacht van vleeschetende (verscheurende) viervoetige dieren, naar de kat (A, I) als type. Het geslacht der katachtige dieren (Felidae).","2.0 roofdier dat behoort tot de familie van de katachtigen (Felidae), bv. een tijger, leeuw of huiskat; katachtige",exact
kat,noun,III.2 In toepassing op vrouwen en meisjes.,"3.0 bitse, vinnige vrouw; bits of vinnig meisje",exact
kat,noun,"IV.H.I Benaming voor een, door eenige in den grond geslagen paaltjes gesteund blok dat het uitglijden van het been eener heistelling moet beletten.",7.0 toestel waaraan een takel hangt en dat langs een geleidingsbaan wordt voortbewogen om lasten tussen vaste punten te vervoeren; loopkat,exact
kat,noun,"IV.O Benaming (vooral bij militairen) voor een berisping: een ”uitbrander”; een ”standje”. Zie STOETT, Spreekw., n°. 1403 en 1939; PRICK, Verindisching 24.",4.0 bitse opmerking; snauw,narrower
kat,noun,"A In de middeleeuwen. Mnl. catte, mhd. katze, eng. cat (en cathouse) ofra. chat-chasteil; mlat. cattus. Een beweegbaar houten belegeringswerktuig op rollen, t.w. een soort van bedekte galerij, welke langzaam-aan vooruit werd gebracht; vooral gebezigd als bedekking om aarde en rijswerk aan te voeren tot demping van de vestinggracht, of wanneer men een vestingmuur wilde ondergraven (BOSSCHA, Held. te L.² 1, 60), en ook als stormtuig of tot beschieting (zie VERDAM 3, 1240 en de eerste aanhaling).","5.0 middeleeuws belegeringswerktuig in de vorm van een lage, langwerpige houten constructie op rollen, die de aanvallers tegen een vestingmuur plaatsten om beschut en ongehinderd een bres in de muur te slaan, een muur te ondergraven of een vestinggracht te dempen",exact
kat,noun,"C Een verhoogd werk, blijvend, in eene vesting of versterking, of tijdelijk, bij eene belegering; mhd. nhd. katze, eng. cat. Gelijkbet. met fra. cavalier. (In deze bet. enkele malen onz.).","6.0 hoog boven de wal uitstekende opstellingsplaats voor geschut, op een bastion of elders in een verdedigingswerk",exact
kat,noun,C.2 Als belegeringswerk dat b.v. wordt opgeworpen wanneer de belegeraar met zijn loopgraven tot aan den bedekten weg genaderd is: loopgraafkat; (verg. fra. cavalier de tranchée).,"5.0 middeleeuws belegeringswerktuig in de vorm van een lage, langwerpige houten constructie op rollen, die de aanvallers tegen een vestingmuur plaatsten om beschut en ongehinderd een bres in de muur te slaan, een muur te ondergraven of een vestinggracht te dempen",exact
appartement,noun,1) Deel van een huis (eenige vertrekken) als afzonderlijke woning of woongelegenheid voor een of meer personen; soms kan ook een enkel vertrek bedoeld worden.,1.0 woongelegenheid die bestaat uit een of meer bij elkaar behorende vertrekken in een groter gebouw met meer van dergelijke woongelegenheden; flat,exact
paard,noun,"I Eigenlijk. Het bekende, sierlijk gebouwde zoogdier uit de familie der Eenhoevigen, dat reeds in de vroegste tijden door den mensch getemd schijnt te zijn en hem als rij- en trekdier dient; in de wetenschap Equus caballus. Voor de afzonderlijke geslachten bezigt men bijzondere namen: hengst (ruin) en merrie; een jong paard heet veulen. Verder zijn voor het dier natuurlijk nog vele andere benamingen in gebruik.","1.0 hoefdier met manen, een langharige staart en relatief korte, opstaande oren, dat bij ons voornamelijk gebruikt wordt als rijdier of trekdier",exact
paard,noun,"II.2 In nabootsingen en afbeeldingen, ten doel hebbende een werkelijk paard weer te geven.","2.0 beeld of afbeelding van een paard, bijvoorbeeld in de kunst",exact
muur,noun,"1 Rechtopstaand metselwerk van zekere hoogte, lengte en dikte, gewoonlijk dienende tot afsluiting.","1.0 rechtopstaande constructie van steen, baksteen, beton, leem of hout die dient als afscheiding tussen twee ruimten",exact
muur,noun,4 In allerlei verband waarin men een muur of muren voorstelt als eene ruimte afsluitende.,2.0 iets wat iets afweert of afschermt; barrière,exact
muur,noun,"1 Naam voor verschillende planten, behoorende tot het geslacht Alsine of Stellaria, inzonderheid voor de Alsine media (Stellaria media Cyrillo), ook genaamd erf, hoenderbeet, vogelkruid, ”een van onze allergemeenste (d. i. allergewoonste) onkruiden in tuinen, bouwlanden, en op weilanden waar de graszode is weggenomen” (V. HALL, Landh. Flora 31 [1854]).","1.0 kruidachtig plantengeslacht uit de anjerfamile, met witte, stervormige bloemen (Stellaria)",exact
januari,noun,"1 Eigenlijk, de naam van de maand.",1.0 eerste maand van het jaar,exact
vet,noun,"A.I.1 Naam voor de wit- of geelachtige, weeke of gemakkelijk week te maken, min of meer glibberige, amorfe stof die, hetzij in duidelijk te onderscheiden massa's of meer verspreid, tusschen de spieren en om verschillende organen van het dierlijk en menschelijk lichaam wordt aangetroffen (nader omschreven bij de bet. II) hieronder); smeer.","1.0 weke of vloeibare, min of meer glibberige stof die bestaat uit koolstof, waterstof en zuurstof, niet oplosbaar is in water en voorkomt in menselijk, dierlijk en plantaardig weefsel; ook: weefsel dat veel vet bevat; vetweefsel; ook: voedsel dat veel vet bevat",exact
vet,noun,"A.I.4 De onder 1) genoemde of een daarmee bereide substantie, gebezigd als cosmetisch middel.",3.0 stof met een vetachtige consistentie op basis van water en vetstoffen die gebruikt wordt om de huid te beschermen; vettige crème,exact
